carat,cut,color,clarity,depth,table,price,x,y,z
2.01,Very Good,2,SI,63.2,59.0,12229,8.04,8.0,5.07
1.07,Very Good,3,VS,58.6,60.0,6610,6.65,6.76,3.93
0.7,Very Good,0,SI,62.0,56.0,1619,5.66,5.72,3.53
0.9,Very Good,2,VS,61.8,56.0,4136,6.16,6.18,3.81
1.01,Very Good,6,SI,63.1,54.0,5703,6.39,6.35,4.02
0.53,Very Good,5,SI,63.1,58.0,1167,5.15,5.18,3.26
0.61,Very Good,3,VS,62.7,57.0,2082,5.36,5.43,3.38
0.57,Very Good,6,VVS,62.8,56.0,3126,5.27,5.31,3.32
0.39,Very Good,4,VS,62.4,58.0,821,4.61,4.65,2.89
1.01,Very Good,4,SI,62.4,59.0,5861,6.37,6.42,3.99
0.64,Very Good,6,VS,58.6,59.0,2332,5.7,5.74,3.35
0.38,Very Good,4,VS,60.9,56.0,800,4.67,4.72,2.86
0.58,Very Good,3,VVS,62.1,58.0,1872,5.35,5.4,3.34
1.51,Very Good,2,VVS,61.5,58.0,12981,7.3,7.39,4.52
0.3,Very Good,4,SI,62.1,61.0,500,4.25,4.29,2.65
1.01,Very Good,1,SI,63.5,57.0,4244,6.35,6.37,4.04
